chembl_id,drug_name,stage_str,max_phase,drug_type
CHEMBL4298184,MAFTIVIMAB,APPROVAL,4.0,Antibody
CHEMBL4594388,ANSUVIMAB,APPROVAL,4.0,Antibody
CHEMBL4298183,ATOLTIVIMAB,APPROVAL,4.0,Antibody
CHEMBL4298188,ODESIVIMAB,APPROVAL,4.0,Antibody
